seed,time,offload_decision_count,return_route_count,rb_task_count,rb_total,rb_mean_per_task,cpu_task_count,cpu_total_alloc,cpu_mean_alloc,uav_command_count,uav_speed_mean,uav_angle_sin_mean,uav_angle_cos_mean,uav_phi_mean
0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.568086271887477,-0.09382939787835194,-0.0287604572692558,-0.07135834319298046
0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.4206516967052,-0.09382939787835194,-0.0287604572692558,-0.07135834319298046
0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.24599846869682,0.3033651836310936,0.523664579805861,-0.1455487749331415
0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.79157104499739,0.30336518363109355,0.5236645798058612,-0.1455487749331415
0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.439937390786028,0.30336518363109355,0.5236645798058612,-0.1455487749331415
0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.773886521551823,0.30336518363109355,0.5236645798058613,-0.1455487749331415
0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.753000333445797,0.30336518363109355,0.5236645798058615,-0.1455487749331415
0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.586624679998877,0.30336518363109355,0.5236645798058616,-0.1455487749331415
0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.71233147502299,0.30336518363109355,0.5236645798058617,-0.1455487749331415
0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.804224422662834,0.30336518363109355,0.5236645798058616,-0.1455487749331415
0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14.921318756756284,0.30336518363109355,0.5236645798058615,-0.14554877493314144
0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14.169134955695336,0.30336518363109355,0.5236645798058613,-0.1455487749331415
0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.148387312366467,0.30336518363109355,0.5236645798058613,-0.14554877493314156
0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.725769198243484,0.3033651836310936,0.5236645798058612,-0.14554877493314144
0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.8931429386449,0.3033651836310936,0.5236645798058612,-0.14554877493314144
0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.115998359956528,0.30336518363109355,0.5236645798058613,-0.1455487749331415
0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28.160201445894046,0.3033651836310936,0.5236645798058612,-0.14554877493314144
0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25.22919248796496,0.30336518363109355,0.5236645798058612,-0.14554877493314156
0,3.9,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,22.584979301002708,0.3033651836310936,0.5236645798058612,-0.14554877493314144
0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.541187986610474,0.30336518363109366,0.523664579805861,-0.1455487749331414
0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,24.708402095112856,0.30336518363109366,0.523664579805861,-0.1455487749331414
0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.600500152924422,0.30336518363109366,0.523664579805861,-0.14554877493314144
0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.44537351812956,0.30336518363109366,0.523664579805861,-0.14554877493314144
0,4.4,1.0,0.0,1.0,50.0,50.0,1.0,3.0,3.0,2,16.694814041857263,0.30336518363109366,0.5236645798058612,-0.14554877493314144
0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2,18.182528414938822,0.30336518363109366,0.5236645798058615,-0.1455487749331415
0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26.102030226579384,0.3033651836310936,0.5236645798058613,-0.14554877493314156
0,4.7,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,12.403328655561939,0.30336518363109366,0.5236645798058613,-0.14554877493314144
